Suburb,Type,Date,Bedroom,Bathroom,Landsize,BuildingArea,YearBuilt,Latitude,Longtitude,ParkingArea,Price,Year,Month,Day,BuildingDensity
Burwood,h,2016-03-09,4.0,3.0,661.0,253.0,1940.0,-37.848,145.098,Indoor,1590000.0,2016,3,9,0.3827534039334342
Burwood,h,2016-03-12,3.0,1.0,697.0,169.5,1967.9019607843138,-37.851,145.1169,Attached Garage,1390000.0,2016,3,12,0.24318507890961263
Burwood,h,2016-03-12,3.0,1.0,668.0,169.5,1967.9019607843138,-37.8486,145.1094,Indoor,1301000.0,2016,3,12,0.2537425149700599
Burwood,h,2016-03-12,4.0,2.0,602.0,169.5,1967.9019607843138,-37.8536,145.0957,Parkade,1301000.0,2016,3,12,0.2815614617940199
Burwood,h,2016-03-12,3.0,1.0,773.0,169.5,1960.0,-37.8562,145.1104,Underground,1300000.0,2016,3,12,0.21927554980595085
Burwood,h,2016-03-12,4.0,2.0,1145.0,111.0,1960.0,-37.8538,145.127,Outdoor Stall,1890000.0,2016,3,12,0.09694323144104804
Burwood,u,2016-03-12,3.0,2.0,265.0,130.0,2000.0,-37.8516,145.1056,Carport,1022500.0,2016,3,12,0.49056603773584906
Burwood,h,2016-03-12,3.0,1.0,662.0,169.5,1967.9019607843138,-37.8561,145.1054,Detached Garage,1250000.0,2016,3,12,0.25604229607250756
Burwood,h,2016-04-02,3.0,1.0,695.0,169.5,1967.9019607843138,-37.8551,145.1121,Indoor,1151000.0,2016,4,2,0.24388489208633093
Burwood,h,2016-04-02,3.0,1.0,931.0,145.0,1970.0,-37.854,145.1195,Parkade,1755000.0,2016,4,2,0.15574650912996776
Burwood,u,2016-04-06,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Parking Pad,604000.0,2016,4,6,0.3048005540502776
Burwood,h,2016-04-06,3.0,1.0,667.0,136.0,1950.0,-37.8489,145.1093,Carport,1300000.0,2016,4,6,0.20389805097451275
Burwood,h,2016-04-06,3.0,1.0,763.0,118.0,1950.0,-37.8589,145.0948,Detached Garage,1301000.0,2016,4,6,0.15465268676277852
Burwood,h,2016-04-06,3.0,1.0,786.0,111.0,1950.0,-37.8525,145.1198,Attached Garage,1160000.0,2016,4,6,0.14122137404580154
Burwood,h,2016-07-05,4.0,2.0,811.0,169.5,1967.9019607843138,-37.8489,145.0985,Detached Garage,1301000.0,2016,7,5,0.20900123304562268
Burwood,h,2016-07-05,4.0,2.0,711.0,169.5,1967.9019607843138,-37.8513,145.0965,Attached Garage,1301000.0,2016,7,5,0.23839662447257384
Burwood,h,2016-07-05,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Indoor,1301000.0,2016,7,5,0.3048005540502776
Burwood,h,2016-07-05,4.0,3.0,928.0,229.0,1996.0,-37.842,145.102,Parkade,2000000.0,2016,7,5,0.24676724137931033
Burwood,u,2016-07-11,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Parkade,601000.0,2016,7,11,0.3048005540502776
Burwood,h,2016-07-11,3.0,1.0,318.0,103.0,1960.0,-37.8544,145.1114,Underground,790000.0,2016,7,11,0.3238993710691824
Burwood,h,2016-07-11,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Outdoor Stall,1301000.0,2016,7,11,0.3048005540502776
Burwood,t,2016-07-11,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Parking Pad,930000.0,2016,7,11,0.3048005540502776
Burwood,h,2016-08-10,30.0,12.0,946.0,169.5,1950.0,-37.853,145.1129,Detached Garage,1301000.0,2016,8,10,0.1791754756871036
Burwood,h,2016-08-10,4.0,2.0,921.0,174.0,1950.0,-37.8494,145.1291,Attached Garage,1682000.0,2016,8,10,0.18892508143322476
Burwood,u,2016-10-09,3.0,2.0,0.0,115.0,2002.0,-37.8561,145.0962,Attached Garage,625000.0,2016,10,9,0.0
Burwood,t,2016-10-09,3.0,2.0,160.0,169.5,1967.9019607843138,-37.8525,145.0973,Indoor,780000.0,2016,10,9,1.059375
Burwood,h,2016-10-12,3.0,1.0,690.0,169.5,1967.9019607843138,-37.8509,145.117,Parkade,1342000.0,2016,10,12,0.24565217391304348
Burwood,h,2016-10-12,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Underground,1381000.0,2016,10,12,0.3048005540502776
Burwood,u,2016-10-12,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Outdoor Stall,1301000.0,2016,10,12,0.3048005540502776
Burwood,h,2016-10-12,4.0,2.0,804.0,169.5,1967.9019607843138,-37.8516,145.1179,Parking Pad,1782800.0,2016,10,12,0.21082089552238806
Burwood,h,2016-12-06,4.0,3.0,326.0,210.0,2013.0,-37.8528,145.1129,Indoor,1060000.0,2016,12,6,0.6441717791411042
Burwood,h,2016-12-06,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Parkade,1765000.0,2016,12,6,0.3048005540502776
Burwood,h,2016-12-11,4.0,2.0,438.0,210.0,2005.0,-37.8599,145.1101,Detached Garage,1255000.0,2016,12,11,0.4794520547945205
Burwood,h,2016-12-11,4.0,2.0,608.0,169.5,1967.9019607843138,-37.8555,145.1203,Attached Garage,1301000.0,2016,12,11,0.2787828947368421
Burwood,t,2017-03-06,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Indoor,1301000.0,2017,3,6,0.3048005540502776
Burwood,h,2017-03-06,4.0,2.0,758.0,169.5,1967.9019607843138,-37.85371,145.1139,Parkade,1301000.0,2017,3,6,0.22361477572559366
Burwood,t,2017-03-06,4.0,3.0,94.0,184.0,1967.9019607843138,-37.85213,145.10928,Underground,845000.0,2017,3,6,1.9574468085106382
Burwood,h,2017-03-06,3.0,1.0,423.0,84.0,1950.0,-37.85155,145.09769,Outdoor Stall,1301000.0,2017,3,6,0.19858156028368795
Burwood,u,2017-03-06,2.0,1.0,251.0,169.5,1975.0,-37.84738,145.11997,Carport,700000.0,2017,3,6,0.6752988047808764
Burwood,h,2017-04-03,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Detached Garage,1505000.0,2017,4,3,0.3048005540502776
Burwood,h,2017-04-03,5.0,3.0,513.0,185.0,1970.0,-37.8532,145.1156,Attached Garage,1301000.0,2017,4,3,0.36062378167641324
Burwood,h,2017-04-03,6.0,3.0,796.0,367.0,2014.0,-37.8529,145.0986,Indoor,1301000.0,2017,4,3,0.4610552763819096
Burwood,h,2017-04-03,3.0,2.0,741.0,169.5,1967.9019607843138,-37.8578,145.0993,Carport,1301000.0,2017,4,3,0.22874493927125505
Burwood,h,2017-04-03,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Detached Garage,935000.0,2017,4,3,0.3048005540502776
Burwood,u,2017-04-03,3.0,1.0,273.0,169.5,1980.0,-37.8473,145.1203,Attached Garage,686000.0,2017,4,3,0.6208791208791209
Burwood,h,2017-04-03,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Indoor,1400000.0,2017,4,3,0.3048005540502776
Burwood,h,2017-06-05,6.0,2.0,665.0,209.0,1950.0,-37.8493,145.1283,Attached Garage,1591000.0,2017,6,5,0.3142857142857143
Burwood,h,2017-06-05,4.0,1.0,697.0,169.5,1967.9019607843138,-37.8552,145.1123,Indoor,1301000.0,2017,6,5,0.24318507890961263
Burwood,u,2017-06-05,2.0,1.0,153.0,169.5,1970.0,-37.8528,145.1318,Parkade,580000.0,2017,6,5,1.107843137254902
Burwood,u,2017-06-05,2.0,1.0,81.0,169.5,1965.0,-37.8495,145.0999,Carport,605000.0,2017,6,5,2.0925925925925926
Burwood,h,2017-06-05,3.0,1.0,827.0,169.5,1967.9019607843138,-37.8466,145.1228,Detached Garage,1301000.0,2017,6,5,0.20495767835550183
Burwood,u,2017-07-10,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Attached Garage,1301000.0,2017,7,10,0.3048005540502776
Burwood,t,2017-07-10,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Indoor,1002000.0,2017,7,10,0.3048005540502776
Burwood,h,2017-07-10,4.0,1.0,556.1013513513514,133.0,1950.0,-37.85556,145.12966,Parkade,1200000.0,2017,7,10,0.2391650365114273
Burwood,t,2017-07-10,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Carport,1405000.0,2017,7,10,0.3048005540502776
Burwood,t,2017-08-04,3.0,2.0,267.0,150.0,2012.0,-37.8463,145.1071,Carport,975000.0,2017,8,4,0.5617977528089888
Burwood,h,2017-08-04,3.0,2.0,620.0,169.5,1967.9019607843138,-37.8445,145.1005,Detached Garage,1465500.0,2017,8,4,0.27338709677419354
Burwood,h,2017-08-07,3.0,1.0,695.0,169.5,1967.9019607843138,-37.85126,145.1132,Carport,1530000.0,2017,8,7,0.24388489208633093
Burwood,h,2017-09-09,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Indoor,1301000.0,2017,9,9,0.3048005540502776
Burwood,h,2017-09-09,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Parkade,1301000.0,2017,9,9,0.3048005540502776
Burwood,h,2017-09-09,4.0,2.0,514.0,258.0,2000.0,-37.84248,145.10181,Underground,1750000.0,2017,9,9,0.5019455252918288
Burwood,h,2017-09-12,4.0,2.0,563.0,564.0,1960.0,-37.8476,145.12667,Indoor,1301000.0,2017,9,12,1.0017761989342806
Burwood,h,2017-09-12,4.0,2.0,556.1013513513514,197.0,1930.0,-37.84787,145.10371,Parkade,1500000.0,2017,9,12,0.354251971374069
Burwood,h,2017-09-12,3.0,2.0,695.0,169.0,1940.0,-37.84482,145.10427,Underground,1301000.0,2017,9,12,0.24316546762589927
Burwood,h,2017-09-12,4.0,3.0,555.0,169.5,1967.9019607843138,-37.85551,145.12599,Outdoor Stall,1301000.0,2017,9,12,0.3054054054054054
Burwood,h,2017-09-12,6.0,2.0,836.0,142.0,1955.0,-37.85314,145.12076,Carport,1301000.0,2017,9,12,0.16985645933014354
Burwood,t,2017-11-02,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Carport,956000.0,2017,11,2,0.3048005540502776
Burwood,h,2017-11-02,3.0,1.0,706.0,169.5,1967.9019607843138,-37.8509,145.1161,Detached Garage,1468000.0,2017,11,2,0.24008498583569404
Burwood,t,2017-11-03,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Detached Garage,1301000.0,2017,11,3,0.3048005540502776
Burwood,u,2017-11-03,2.0,1.0,194.0,120.0,1975.0,-37.8509,145.1119,Attached Garage,650000.0,2017,11,3,0.6185567010309279
Camberwell,h,2016-03-09,4.0,2.0,652.0,189.0,1890.0,-37.8286,145.0686,Parkade,2650000.0,2016,3,9,0.2898773006134969
Camberwell,t,2016-03-09,3.0,1.0,389.0,169.5,1967.9019607843138,-37.8435,145.0695,Underground,1615000.0,2016,3,9,0.43573264781491
Camberwell,h,2016-03-09,3.0,1.0,980.0,154.0,1930.0,-37.8441,145.0775,Outdoor Stall,1301000.0,2016,3,9,0.15714285714285714
Camberwell,h,2016-03-09,4.0,3.0,934.0,169.5,1967.9019607843138,-37.8496,145.0869,Parking Pad,3225000.0,2016,3,9,0.18147751605995718
Camberwell,h,2016-03-12,3.0,2.0,332.0,169.5,1995.0,-37.8372,145.0585,Attached Garage,1301000.0,2016,3,12,0.5105421686746988
Camberwell,u,2016-03-12,2.0,1.0,0.0,169.5,1940.0,-37.8231,145.0585,Indoor,1017000.0,2016,3,12,0.0
Camberwell,u,2016-03-12,2.0,1.0,137.0,87.0,1970.0,-37.8459,145.088,Parkade,729000.0,2016,3,12,0.635036496350365
Camberwell,h,2016-03-12,5.0,4.0,708.0,348.0,1940.0,-37.8386,145.067,Carport,2600000.0,2016,3,12,0.4915254237288136
Camberwell,h,2016-03-12,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Detached Garage,1301000.0,2016,3,12,0.3048005540502776
Camberwell,u,2016-03-12,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Attached Garage,1301000.0,2016,3,12,0.3048005540502776
Camberwell,h,2016-03-12,3.0,2.0,636.0,238.0,2002.0,-37.8357,145.0644,Indoor,1301000.0,2016,3,12,0.3742138364779874
Camberwell,h,2016-03-12,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Parkade,1301000.0,2016,3,12,0.3048005540502776
Camberwell,t,2016-03-12,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Carport,1301000.0,2016,3,12,0.3048005540502776
Camberwell,h,2016-03-12,3.0,2.0,305.0,189.0,1998.0,-37.8365,145.0802,Detached Garage,1650000.0,2016,3,12,0.6196721311475409
Camberwell,h,2016-04-06,2.0,1.0,230.0,169.5,1994.0,-37.8448,145.0723,Indoor,950000.0,2016,4,6,0.7369565217391304
Camberwell,h,2016-04-06,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Parkade,2285000.0,2016,4,6,0.3048005540502776
Camberwell,u,2016-04-06,2.0,1.0,1107.0,68.0,1960.0,-37.8347,145.057,Underground,615000.0,2016,4,6,0.06142728093947606
Camberwell,t,2016-04-06,3.0,2.0,337.0,133.0,1976.0,-37.844,145.0797,Outdoor Stall,1301000.0,2016,4,6,0.39465875370919884
Camberwell,h,2016-04-06,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Parking Pad,1950000.0,2016,4,6,0.3048005540502776
Camberwell,h,2016-04-06,3.0,2.0,706.0,164.0,1960.0,-37.8457,145.0611,Carport,1987000.0,2016,4,6,0.23229461756373937
Camberwell,u,2016-04-06,2.0,1.0,146.0,86.0,1970.0,-37.8357,145.0697,Detached Garage,683000.0,2016,4,6,0.589041095890411
Camberwell,h,2016-04-06,3.0,2.0,777.0,154.0,1950.0,-37.8431,145.0962,Attached Garage,1690000.0,2016,4,6,0.1981981981981982
Camberwell,u,2016-04-06,2.0,1.0,0.0,56.0,2011.0,-37.8493,145.0877,Indoor,430000.0,2016,4,6,0.0
Camberwell,u,2016-04-06,2.0,1.0,136.0,169.5,1960.0,-37.8469,145.0589,Parkade,717000.0,2016,4,6,1.2463235294117647
Camberwell,h,2016-04-06,4.0,2.0,650.0,350.0,2008.0,-37.8367,145.0939,Underground,1301000.0,2016,4,6,0.5384615384615384
Camberwell,t,2016-06-08,3.0,2.0,342.0,169.5,1967.9019607843138,-37.8433,145.0695,Underground,1300000.0,2016,6,8,0.4956140350877193
Camberwell,h,2016-06-08,6.0,2.0,914.0,360.0,1931.0,-37.8496,145.0873,Outdoor Stall,1301000.0,2016,6,8,0.3938730853391685
Camberwell,t,2016-06-08,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Parking Pad,1301000.0,2016,6,8,0.3048005540502776
Camberwell,h,2016-07-05,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Underground,1301000.0,2016,7,5,0.3048005540502776
Camberwell,h,2016-07-05,4.0,2.0,661.0,169.5,1967.9019607843138,-37.8382,145.0904,Outdoor Stall,2950000.0,2016,7,5,0.25642965204236007
Camberwell,h,2016-07-05,3.0,2.0,600.0,232.0,1897.0,-37.8237,145.0638,Carport,2600000.0,2016,7,5,0.38666666666666666
Camberwell,h,2016-07-05,3.0,2.0,1133.0,131.0,1930.0,-37.8426,145.0943,Detached Garage,2325000.0,2016,7,5,0.11562224183583407
Camberwell,h,2016-07-11,5.0,3.0,832.0,410.0,1950.0,-37.8434,145.0707,Carport,1301000.0,2016,7,11,0.49278846153846156
Camberwell,u,2016-07-11,2.0,1.0,156.0,169.5,1967.9019607843138,-37.8421,145.068,Detached Garage,1301000.0,2016,7,11,1.0865384615384615
Camberwell,u,2016-07-11,2.0,1.0,896.0,77.0,1960.0,-37.8479,145.0958,Attached Garage,435000.0,2016,7,11,0.0859375
